talent_id,talent_name,birth_year,death_year
nm10519055,Joyce,\N,\N
nm1052077,Henri Amouroux,1920,2007
nm1052141,Geoff Bell,1963,\N
nm10521668,Alexandra Katerinopoulou,\N,\N
nm1052234,Jordi Cadellans,\N,\N
nm1052245,Jesús Calzada,\N,\N
nm10522820,Tony Singh,\N,\N
nm1052315,Han Coucke,1975,\N
nm10523624,Shion Kaji,\N,\N
nm10523625,Loann,\N,\N
nm10528737,Kim Franco,\N,\N
nm10528738,Kin Franco,\N,\N
nm1052949,Sam Mussari,\N,\N
nm10530015,Teddy Meredith,\N,\N
nm1053102,Ingrid Haunold,\N,\N
nm1053112,Veronika Helcelová,1961,\N
nm1053118,Raul A. Reyes,\N,\N
nm10532268,Ryan Kaji,\N,\N
nm10532384,Emma Kaji,\N,\N
nm10532385,Kate,\N,\N
nm10532690,Brittin Ireland,\N,\N
nm1053275,Agnès Soulet,\N,\N
nm1053322,Peter James,\N,\N
nm1053332,Josh Quong Tart,1975,\N
nm10533885,Topi Latukka,\N,\N
nm10535429,Yôji Ôhara,\N,\N
nm10536353,Pratheesh Nenmara,\N,\N
nm1053839,John Chambers,\N,\N
nm1054098,Vladimir Svetiev,1945,2013
nm1054198,Adrienne Janic,1974,\N
nm10542254,Bradley Gurwin,\N,\N
nm1054273,Sofia Seirli,1947,\N
nm1054425,Simon Grover,1966,\N
nm10544828,Joezi Zirah,\N,\N
nm10548669,Theodor Eschenburg,1904,1999
nm1054885,Christophe Colson,\N,\N
nm1054947,Robert Sam Anson,\N,\N
nm1054948,Jorge Bechara,\N,\N
nm1054958,George Gately,1928,2001
nm1055144,Jeff Boudreault,\N,\N
nm1055151,Gerrit den Braber,1929,1997
nm10552544,Udo Kölsch,\N,\N
nm10552545,Sonja Spindler,\N,\N
nm10552546,Wolfgang Fratzscher,\N,\N
nm10553463,Paola D'Orsogna,\N,\N
nm1055413,Michael Fassbender,1977,\N
nm10554470,Roxanne Messenger,\N,\N
nm1055647,Pance Kamdzik,1924,2003
nm1055655,Alain Kappauf,\N,\N
nm1055679,Sandra Kim,1972,\N
nm1055808,Albert Marcoeur,\N,\N
nm10558094,Fahad Ali,\N,\N
nm1055947,Jon Osbeck,\N,\N
nm10565652,Siddharth Kumar,\N,\N
nm10565653,Tanushree Dasgupta,\N,\N
nm1056570,James West,\N,\N
nm1056583,Jamie Anne Allman,\N,\N
nm1056741,Suzanne Collins,1962,\N
nm1056767,Gerry Bascombe,1935,2019
nm1056834,Mike Chioda,1966,\N
nm1057072,Nina Agustí,1966,\N
nm1057095,Carla Chambel,1976,\N
nm1057114,Marina Elali,1982,\N
nm1057118,Priscila Fernandes,\N,\N
nm10572102,Christine Olmsted Pierce,\N,\N
nm10573719,Pablo Cobo,\N,\N
nm1057426,Sean Eden,\N,\N
nm1057513,Jaime Meyers,\N,\N
nm10575791,Ananda Ghosh,\N,\N
nm10576247,Elena Stephens,\N,\N
nm1057742,István Hajdu,1971,\N
nm1057856,Priya Arun,\N,\N
nm10582161,Jakin Cordova,\N,\N
nm1058250,Andromeda Dunker,\N,\N
nm10583194,Hassan Saleh Wanny,\N,\N
nm10583195,Hassan Saleh Wanni,\N,\N
nm10583196,Heba El-Husseiny,\N,\N
nm1058476,Mustafë Halili,\N,\N
nm10584989,Tassilo Hummel,\N,\N
nm1058513,Elizabeth Hendrickson,1979,\N
nm10586708,Harper Carlton,\N,\N
nm10586709,Ben Heller,\N,\N
nm10586713,Carlie Morgan,\N,\N
nm1058832,Ha-ryong Lim,\N,\N
nm10588529,Victor Coro,\N,\N
nm10589883,Dan Caskey,\N,\N
nm1059153,Jin-hee Park,1978,\N
nm10592353,Tina Mills,\N,\N
nm10592354,Lynn Sielaff,\N,\N
nm1059305,Victoria Richards,\N,\N
nm10594878,Lara McNeill,\N,\N
nm1059863,Jay King,\N,\N
nm1059918,Frederick Truesdell,1873,1937
nm1059922,Paul Watson,1950,\N
nm1060389,Des Hamilton,1965,\N
nm10604492,Ravi Naidu,\N,\N
nm1060541,Sonny Rooney,\N,\N
nm1060628,Mercedes Ashley,1970,\N
nm1060808,Susanne Stuart,\N,\N
nm10608467,Wade Jackson,\N,\N
nm10608939,Biswajit Ghosh,\N,\N
nm10608973,Gourab Chatterjee,\N,\N
nm1060975,Keiichi Hara,1959,\N
nm10610730,Jerry Starling,\N,\N
nm1061088,Kimie Calvert,1934,2005
nm10611038,Champak Dey,\N,\N
nm10611039,Subrata Sharma,\N,\N
nm10611040,Shweta Mishra,\N,\N
nm10611041,Abhisekh Saha,\N,\N
nm10611042,Ashrunu Maitra,\N,\N
nm1061140,Sean Ervin,\N,\N
nm10611628,Sheikh Rezwan Rabbani,\N,\N
nm1061164,Jill Graham,\N,\N
nm1061192,Hiroshi Nagahama,\N,\N
nm1061234,Danielle Licari,1943,\N
nm10615371,Katarina Zivanovic,\N,\N
nm10615698,Alvein Gokhool,\N,\N
nm10615699,Jeremy Bibi,\N,\N
nm10615700,Léa Benoit,\N,\N
nm10615701,Jake Maureemootoo,\N,\N
nm10615706,Eshveen Dabee,\N,\N
nm1061712,Michael Savage,1942,\N
nm1061901,Kapar Aliyev,\N,\N
nm1062324,Harald Grünert,1902,1990
nm1062371,Fábio Herford,\N,\N
nm1062520,Calen Lang,\N,\N
nm10625517,Sriparna Roy,\N,\N
nm10625587,Rimjhim Mitra,\N,\N
nm10625684,Meghna Vincent,\N,\N
nm1062569,Sílvia Lourenço,\N,\N
nm10627102,Anjali Tapasya,\N,\N
nm10627103,Dharmendra Javada,\N,\N
nm1062784,Nicole Pellegroms,\N,\N
nm10630159,Michael Shapiro,\N,\N
nm1063074,Shozo Uehara,1937,\N
nm10631069,Rajendra Prasad Das,\N,\N
nm10631654,Eric Chase,\N,\N
nm10631669,Matt Lavender,\N,\N
nm10632634,Shuji Kondo,\N,\N
nm1063287,Doug Erholtz,1971,\N
nm1063397,Patrick Rapold,1975,\N
nm10634467,Hubert Dudebout,\N,\N
nm1063938,Matthias Ellner,\N,\N
nm1064066,Elizabeth Perdix,1901,\N
nm1064077,Mamoru Hoshi,\N,\N
nm1064086,Michael Callahan,1981,\N
nm10641390,Dai Nghia,\N,\N
nm1064181,Debra Johnson,\N,\N
nm1064240,Steve Harris,1956,\N
nm1064454,Mike Fallon,\N,\N
nm10646356,Imara Shabazz,\N,\N
nm10646357,Abigail Robinson,\N,\N
nm10646358,Trap Man Two Three,\N,\N
nm10647720,Soumavo Goswami,\N,\N
nm1064793,Stefan Bockelmann,1976,\N
nm1064848,Kaelee Brown,\N,\N
nm1064961,Corrado Cirinnà,\N,\N
nm10649792,Irena Jakelic,\N,\N
nm10650494,Susanne Zehetbauer,\N,\N
nm1065064,Claudelle Deckert,1974,\N
nm1065142,Jonathan Dynevor,\N,\N
nm1065145,Oszkár Dénes,1891,1950
nm10651586,Juan Angel,\N,\N
nm1065317,Violaine Gillibert,\N,\N
nm1065370,Fahredin Gunga,1937,1998
nm1065406,Jin-hie Han,1949,\N
nm1065454,Tricia Helfer,1974,\N
nm1065480,Julie Skur Hill,\N,\N
nm1065624,Skyy Jolie,1975,\N
nm1065902,Loni Love,1971,\N
nm1066003,Nicko McBrain,1952,\N
nm1066021,Therese Meek,\N,2009
nm1066086,Amélie Morin,1956,\N
nm1066099,Samedin Mumxhiu,\N,\N
nm1066128,Carly Naples,\N,\N
nm1066461,Mi-ja Sa,\N,\N
nm1066548,Yeong-gyun Shin,\N,\N
nm10665879,Viktor Ivanov,\N,\N
nm1066795,Vijayaraghavan,\N,\N
nm10671426,Norbert Steiner,\N,\N
nm1067517,Bianca Hein,1975,\N
nm1067545,Celia Kim,1977,\N
nm1067689,Sabrina Vox,\N,\N
nm10677139,Allan Blackwell,\N,\N
nm10677140,Mark DeBauge,\N,\N
nm10677141,Mark Irvine,\N,\N
nm1067801,Wes Boatman,\N,\N
nm10678235,Paulo Flores,\N,\N
nm1067862,Phil Grabsky,\N,\N
nm10678866,Terri Thelin,\N,\N
nm10678955,Chantal Allès,\N,\N
nm10678969,Gilles Delluc,\N,\N
nm10678970,Joël Attrazic,\N,\N
nm10678971,Thierry Hiniger,\N,\N
nm10678972,Karen Hoffman-Schickel,\N,\N
nm1068012,Ken Arkow,\N,\N
nm1068121,Darren N. Henson,\N,\N
nm10681741,Isabel Morata,\N,\N
nm1068217,Debbie Oates,\N,\N
nm10683764,Jason D'Souza,\N,\N
nm1068395,Alan Torr,\N,\N
nm1068753,Otis Brayboy,\N,\N
nm1069102,Marcin Figurski,1966,\N
nm1069219,Derek Goodall,\N,\N
nm10692903,Priya Bathija,\N,\N
nm10692904,Dolly Ahuja,\N,\N
nm10692905,Sarla Gandhi,\N,\N
nm1069352,Mike Hoy,\N,\N
nm10694729,Woo-Hyuk Son,\N,\N
nm1069518,Su-ro Kim,1970,\N
nm1069547,Dominic Knight,\N,\N
nm1069551,Eun-a Ko,1946,\N
nm10695830,Nhat Thuy,\N,\N
nm10695831,Ai Phuong,\N,\N
nm10695832,Ngoc Lien,\N,\N
nm1069584,Rie Kugimiya,1979,\N
nm10695894,Gene Melchiorre,\N,\N
nm1069676,Chas Licciardello,1977,\N
nm10697008,Ricky Romero,\N,\N
nm10697369,Sujith Sundar,\N,\N
nm10700029,Charles N. Townsend III,\N,\N
nm1070145,Craig Reucassel,\N,\N
nm1070226,María Laura Santillán,\N,\N
nm1070340,Suhreta Duda Sokolovic,\N,\N
nm1070544,Takis Venetsanakos,\N,\N
nm1070562,Isabelle Vincent,\N,\N
nm10706209,Leah Olszewski,\N,\N
nm10706210,Tommy Brown,\N,\N
nm1070665,Yô Yoshinari,1971,\N
nm1070712,Sandrine de Brousse,\N,\N
nm1070840,Sean Quinn,\N,\N
nm1070866,Chris Taylor,\N,\N
nm1070898,Maria Marlow,\N,\N
nm1071386,Lorenzo Milá,1960,\N
nm1071395,Julian Morrow,\N,\N
nm10714804,Suman Sharma,\N,\N
nm1071518,Hung Tsai,1942,\N
nm10717332,Isabella Schmitt,\N,\N
nm10717380,Enrique Arenas,\N,\N
nm10717999,Nate Williams,\N,\N
nm10718000,Emily Chivers,\N,\N
nm10718001,Brieanna L. Mangette,\N,\N
nm10718002,Joel Cochran,\N,\N
nm1072034,Matt DeNoto,\N,\N
nm1072069,Claudia Giner,\N,\N
nm10723359,Mostafa Rahimi,\N,\N
nm10724166,Taylor Monaco,\N,\N
nm10724174,Reagan Agee,\N,\N
nm10724177,Matt Dye,\N,\N
nm10725116,Ramy Youssef,\N,\N
nm1072572,Alfredo Barrios Jr.,\N,\N
nm1072611,JB Blanc,1969,\N
nm1072645,Kimberly Bridges,\N,\N
nm10727483,Ramji,\N,\N
nm10727484,Kavya Shree,\N,\N
nm10727485,Gagan Chinappa,\N,\N
nm10728007,Drew Phoenix,\N,\N
nm1072936,John Gianvito,\N,\N
nm10730115,Myoung-Sung Ko,\N,\N
nm1073029,Tiffany Hofstetter,\N,\N
nm1073054,Jon Ingoldsby,\N,\N
nm1073055,Sean Ingoldsby,\N,\N
nm1073100,Ralf Kabelka,\N,\N
nm1073151,Giorgos Kordellas,1959,\N
nm1073198,Norbert Langer,1941,\N
nm1073261,Sheila Luquire,\N,\N
nm1073441,J. Rock Palermo,\N,\N
nm1073442,Hege Palm,\N,\N
nm1073443,Stacey Marie Palmer,\N,\N
nm1073452,Tonya Parma,\N,\N
nm1073546,Tammy C. Rief,\N,\N
nm1073587,Naomi Sampson,\N,\N
nm10737965,Svetlana Tortunova,\N,\N
nm1073805,Lisa C. Vendetti,\N,\N
nm1073898,Yasemen Zorlu,\N,\N
nm10739233,Celine Mannion,2008,\N
nm1074029,Wayne Rose,1962,\N
nm1074167,Joshua Anderson,\N,\N
nm1074178,Marco Basile,1974,\N
nm1074245,Rich Fulcher,1968,\N
nm1074443,Chris Bogard,\N,\N
nm1074446,Diane Boyce,\N,\N
nm1074447,Cassandra Bright,\N,\N
nm1074483,Kim Ferrill,\N,\N
nm1074499,Renee Harter,\N,\N
nm1074547,Laura Mraz,\N,\N
nm1074556,Joyce Oliver,1926,1999
nm1074568,Mary Requist,\N,\N
nm1074571,Tiffany Rief,\N,\N
nm1074591,Sherry Sukman,\N,\N
nm1074608,Tina Wilson,\N,\N
nm10747781,Sean McClain,\N,\N
nm1074802,Marcelo Eloy,\N,\N
nm10748627,Seyda Bayram,\N,\N
nm10749872,Peter Baker,\N,\N
nm1075046,Marc Scheers,1963,2004
nm1075143,Christiane Bubner,\N,\N
nm10752635,Peters Ijagbemi,\N,\N
nm10752636,Yewande Adekoya,\N,\N
nm10752638,Toyosi Fasae,\N,\N
nm10752639,Lateef Olofin,\N,\N
nm10752643,Azeez Ibrahim,\N,\N
nm1075446,Joe Pasquale,1961,\N
nm10756997,Jenny Lam,\N,\N
nm10756998,Ben Borsht,\N,\N
nm10756999,Chloe Carroll,\N,\N
nm10757000,Tim Talam,\N,\N
nm10757001,Denise Valdez,\N,\N
nm1075878,María Belén Aramburu,\N,\N
nm10758812,Charles Ouda,\N,\N
nm10758813,June Akinyi,\N,\N
nm1075980,Leonardo Bechini,\N,\N
nm1076006,Sylvain Bergère,\N,\N
nm10760205,Chloe Casanova,\N,\N
nm1076087,Francine Bouffard,\N,\N
nm10761389,Mireia González,\N,\N
nm1076269,Justin Collins,\N,\N
nm10764929,Greg Pirtle,\N,\N
nm1076494,Rory Emmons,\N,\N
nm1076712,Zhenqing Guo,1927,2005
nm1076728,Gray G. Haddock,\N,\N
nm1076816,Geir Henning Hopland,1970,\N
nm1076912,Jacek Januszyk,1962,\N
nm1076937,R. Brandon Johnson,\N,\N
nm1076942,Dong-jin Ju,\N,\N
nm1077007,Karol Kent,\N,\N
nm10770116,Tyler Pope,\N,\N
nm10770793,Edson Anibal,\N,\N
nm1077134,L.T.,1963,\N
nm1077235,Phil Lott,1974,\N
nm10775312,Brigitte Delluc,\N,\N
nm10775313,Sébastien Bras,\N,\N
nm1077717,Jacinto Pérez Heredia,1928,2015
nm10780502,Gurjit Singh,\N,\N
nm1078193,Ricardo Vicuña,\N,\N
nm1078263,Elizabeth-Anne Wheal,\N,\N
nm1078267,Michelle McGinty,1967,\N
nm1078354,Lena Zavaroni,1963,1999
nm10784010,Ashley,\N,\N
nm1078479,John Cena,1977,\N
nm10785367,William Uy Vu Le,\N,\N
nm1078627,Susana Bas,\N,\N
nm1078702,Yumika Hayashi,1970,2005
nm1078746,Nathalie Licard,1964,\N
nm10789073,Jay Jackson,\N,\N
nm1079062,Oriol Paulo,1975,\N
nm10791892,Natasha Wilona,\N,\N
nm1079508,Laura Torell,\N,\N
nm1079924,Timothy Nolen,\N,\N
nm1079964,David Ferrier,1962,2014
nm1080144,Leo Benvenuti,\N,\N
nm10801590,Luke Mueller,\N,\N
nm10802013,Lukasz Olszacki,\N,\N
nm10802016,Monika Leszek,\N,\N
nm10805253,Poppy Cholerton,\N,\N
nm1080680,Lars Espen Bakke,\N,\N
nm1080686,Katie Bancroft,\N,\N
nm1080807,Elly Brewer,\N,\N
nm1080944,Sidney M. Cohen,\N,\N
nm1081016,Albi De Abreu,1975,\N
nm1081287,Greg Gilpatrick,\N,\N
nm1081299,Pieter Goethals,\N,\N
nm10813064,Brijesh Poddar,\N,\N
nm10813302,Tarik Houchar,\N,\N
nm1081432,Lars Bonnevie Hjort,\N,\N
nm1081518,Woong-in Jeong,1971,\N
nm1081634,Mitchell Kozuchowski,\N,\N
nm1081836,Kyle Massey,1991,\N
nm1082284,Mario Schajris,\N,\N
nm10824981,Lin Schaffer,\N,\N
nm1082685,Lizzy Weiss,1971,\N
nm10826863,Rintu Bora,\N,\N
nm10826864,Sasank Samir,\N,\N
nm1082727,Arbër Xhaferi,\N,\N
nm10827366,Judit Végh,1983,\N
nm1082796,Fabián von Quintiero,\N,\N
nm1082823,Eric Bauza,1979,\N
nm10828685,Michelle Parker,\N,\N
nm10828687,Matt Irving,\N,\N
nm10828688,Michael Curran,\N,\N
nm10828690,Colin Clarke,\N,\N
nm1082971,Luis Felipe Ibarra,\N,\N
nm1082991,Frédéric Lemay,1986,\N
nm1083021,Michael Maynard,\N,\N
nm10831986,Rayjan Rajan,\N,\N
nm10831987,Sangeetha Mohan,\N,\N
nm10831988,Shobhana Umadharan,\N,\N
nm1083330,Michelle B.,1981,\N
nm1083579,Shiroh Hamaguchi,\N,\N
nm10840673,Jacob Mueller,\N,\N
nm10840674,Jon Nuehring,\N,\N
nm1084072,Marion Canel,\N,\N
nm1084211,Martin Hahn,\N,\N
nm1084215,Adriana Lorenzón,\N,\N
nm1084220,Karin van der Meer,\N,\N
nm1084228,Nelson Soler,\N,\N
nm10842843,Rachel Watkeys Dowie,\N,\N
nm10843275,Emir Kula,\N,\N
nm10843438,Ann Doyle,\N,\N
nm10843441,Sam Moreau,\N,\N
nm10843477,Gizem Bentürk,\N,\N
nm10844132,Dee Deidre Farmer,\N,\N
nm10844135,Jamison Green,\N,\N
nm10844137,Andres Rodriquez,\N,\N
nm10844177,Amy Wright,\N,\N
nm1084480,Joseph Regina,\N,\N
nm10845873,Deborah Gass,\N,\N
nm1084723,Chris Fisher,1971,\N
nm1085051,Santiago Cabrera,1978,\N
nm10851124,Hien Ho,\N,\N
nm10851221,Alice-India Garwood,\N,\N
nm10851222,Abigail Hamilton,\N,\N
nm10851223,Liam Bannigan,\N,\N
nm10851225,Susannah Cohen,\N,\N
nm10854761,Léa des Garets,\N,\N
nm10854762,Liam Calvert,\N,\N
nm10854763,Rebecca Dennis,\N,\N
nm10854764,Brandon O'Donovan,\N,\N
nm10855910,Sushil Choubay,\N,\N
nm10855954,Jatin Sethi,\N,\N
nm1085627,Martha Humphreys,\N,\N
nm1085754,Kelis,1979,\N
nm1085794,Anatoliy Kiselyov,1948,\N
nm10860344,Anna-Meï Fabre,\N,\N
nm10861768,Caren Duarte,\N,\N
nm10862694,Wayne Reddin,\N,\N
nm10862700,Ash Jenkings,\N,\N
nm10862704,Arnau Vilalta,\N,\N
nm10862705,Alberto Bueno,\N,\N
nm10863442,Inga Jacobsen,\N,\N
nm1086501,Rowell Santiago,\N,\N
nm10865868,Ashita Bhattacharya,\N,\N
nm10865871,Snighdha Basu,\N,\N
nm1086682,Fabio Tagliavia,1967,\N
nm10867913,Balika Vadhu,\N,\N
nm10871635,Elinor Vanderburg,\N,\N
nm1087378,Gabriella Banks,1982,\N
nm1087474,Michelle Heaton,1980,\N
nm1087514,Sara Maldonado,1980,\N
nm10875915,Per Olof Svensson,\N,\N
nm10875916,Joel Blomkvist,\N,\N
nm10875917,Allan Ulriksson,\N,\N
nm10875918,Sigge Augustsson,\N,\N
nm10875919,Knut Nordlund,\N,\N
nm1087979,Cheryl Knapp,\N,\N
nm1087986,Gerd Kurth,\N,\N
nm10880026,Tre Matthews,\N,\N
nm1088026,Violet Neufeld,\N,\N
nm10881223,Gerhard Schmelz,\N,\N
nm1088271,Monte Vallier,\N,\N
nm1088412,Chuck Johnson,\N,\N
nm1088947,Rory Albanese,1977,\N
nm1088993,Masami Annô,1944,\N
nm1089011,Jon Artigo,1971,\N
nm1089106,Melda Bekcan,1976,\N
nm1089114,Trudy Bellinger,\N,\N
nm1089433,Chris Cuomo,1970,\N
nm1089437,Paula Cwikly,\N,\N
nm10894928,Jodi Pat,\N,\N
nm10894929,Nancy Fedel,\N,\N
nm10894930,Jorge De La Crus,\N,\N
nm10894931,Dominic Polito,\N,\N
nm10894932,Teresa C.,\N,\N
nm10896648,Jéssica Azevedo,\N,\N
nm1089707,Berni Flint,1952,\N
nm1089854,Rohan Gottschalk,1977,\N
nm1089898,Narendra Gupta,\N,\N
nm10900136,Rolf Schulte,\N,\N
nm10900137,Marie Tachouet,\N,\N
nm10900138,Peter Kolkay,\N,\N
nm10900642,Kristoffer Bradley Cruz,\N,\N
nm10900655,Ralph Ramos,\N,\N
nm10901130,Tibor Kasza,1978,\N
nm1090179,Adam J. Karp,\N,\N
nm10902600,Tamás Hevesi,1964,\N
nm1090612,Sam Meikle,1970,\N
nm10906626,Marketa Ruzickova,\N,\N
nm10906640,Madison Arnold,\N,\N
nm1090779,Paul Nihipali Jr.,1975,\N
nm1090839,Juan José Origel,1947,\N
nm1090952,Javier Pizarro,\N,\N
nm1091125,Mikel Salas,\N,\N
nm10912170,Star Jalsha,\N,\N
nm10912964,Ryan Omega,\N,\N
nm1091601,Dirk Van Vooren,\N,\N
nm10917011,Pat Warnke,\N,\N
nm10917013,Jake Wyatt,\N,\N
nm1091708,Simone Wiegel,1956,\N
nm1092282,Clive Palmer,1954,\N
nm1092346,Neil Ruddock,1968,\N
nm1092498,Sarah Aubrey,\N,\N
nm1092695,Michele Maher,1966,\N
nm10926984,Ryan Tocheri,\N,\N
nm10926985,Caroline Swierczynski,\N,\N
nm10926986,Ricardo Ferro,\N,\N
nm10926987,Juan Esteban Zanguña Nieto,\N,\N
nm10927214,Abhijeet Pednekar,\N,\N
nm10929600,Diego Alvarez,\N,\N
nm1092983,Hikaru Nanase,\N,\N
nm10929909,Paola Charry,\N,\N
nm1093048,Sherman Lau,\N,\N
nm1093083,Marc Griffith,\N,\N
nm1093273,Bert Hayes,\N,\N
nm10934298,Denizlispor,1966,\N
nm10935002,Yuliya Akhmedova,\N,\N
nm1093505,Geoffrey B. Holland,\N,\N
nm1093513,Tom Kapinos,\N,\N
nm1093527,Zoran Milatovic,\N,\N
nm10937151,Kerem Can Akyüz,\N,\N
nm1093722,Tean Schultz,\N,\N
nm1093729,Michael Voysey,1920,1987
nm1093945,Nick James,\N,\N
nm1093953,Alex Jones,1974,\N
nm10940884,La Reina Del Barrio,\N,\N
nm1094112,Ruth Bradley,1987,\N
nm10941581,Burak Altiparmak,1990,\N
nm1094379,John Reynolds,\N,\N
nm10944545,Bernhard Moser,\N,\N
nm1094564,Raghu,\N,\N
nm10947360,Gita Asmara,\N,\N
nm10947361,Yasmine Wildblood,\N,\N
nm10948527,Adarsh Hegde,\N,\N
nm10949879,Jay Fletch,\N,\N
nm1095060,Sam Bain,1971,\N
nm1095720,Keisha Castle-Hughes,1990,\N
nm1095732,Cazé,1968,\N
nm1095937,Merlin Eden,\N,\N
nm1096215,Tony De Sena,\N,\N
nm1096223,Dedina Dettmers,\N,\N
nm10962476,Julie Goldberg,\N,\N
nm10962489,Andrew Spohn,\N,\N
nm1096388,Jeroen Dumoulein,1979,\N
nm10965922,Fergus O'Shea,\N,\N
nm10966065,Matt Granato,\N,\N
nm1096627,Tom Finnigan,\N,\N
nm1096881,Newt Gingrich,1943,\N
nm1096883,Sean Ginnelly,\N,\N
nm1097131,Phil Hammond,1962,\N
nm1097137,Hikaru Hanada,\N,\N
nm10972896,David Goss,\N,\N
nm1097515,Jimmy Jean-Louis,1968,\N
nm1097649,Angelika Kallwass,1948,\N
nm10976680,Jessica Scott,\N,\N
nm1097698,Allan Kartun,\N,\N
nm1098035,Ralph Kaechele,\N,\N
nm1098061,Gérard Lacroix,\N,\N
nm1098261,Tzu-Ping Lin,\N,\N
nm10983526,Cecily Fernandez,\N,\N
nm1098685,Coci Michieli,1915,1967
nm10988399,Deepanjan Roy,\N,\N
nm1098964,Gee-woong Nam,1968,\N
nm1099029,Chris Nicklas,1966,\N
nm10991299,Ivan Plusnin,\N,\N
nm10996986,Ammar Zoni,\N,\N
nm1099698,Henry Rivero,\N,\N
nm10998251,George Sigsworth,\N,\N
nm10998323,Iris Lewis,\N,\N
nm10999667,Kate Lilley,\N,\N
nm10999668,Stephen Fawcett,\N,\N
nm10999669,Sharon Turner,\N,\N
nm1100091,Molly Shea,\N,\N
nm11001245,Rino Yamazaki,\N,\N
nm11001448,Thomas Bucher,\N,\N
nm11001587,Wolf Kümmel,\N,\N
nm1100231,Mat Solar,\N,\N
nm1100321,Nathaniel Starck,\N,\N
nm1100552,The Temptations,\N,\N
nm1100563,David Tesch,\N,\N
nm1100578,Nikis Theophilakis,\N,\N
nm1100677,Guy Toubes,\N,\N
nm11007707,Rebecca Read Medrano,\N,\N
nm11007708,Bruce Damasio,\N,\N
nm11007709,Katherine Case,\N,\N
nm1100770,Mehmet Uyar,\N,\N
nm11007710,Danielle Schultz,\N,\N
nm11007711,Lynn Mento,\N,\N
nm11007743,Ankit Siwach,\N,\N
nm1100820,Johan Vande Lanotte,1955,\N
nm1100853,Jaci Velasquez,1979,\N
nm11009983,Kristina Burnham,\N,\N
nm11009984,Loganne Digma,2003,\N
nm11009985,Tl Barnett,\N,\N
nm11009986,Patrick Sokol,\N,\N
nm11009987,Tre Davies,\N,\N
nm1101196,Antonio Zabálburu,1973,\N
nm1101338,Kristian Ødegård,1974,\N
nm1101483,Kobe Bryant,1978,\N
nm1101523,Ernesto Cekan,1972,\N
nm1101562,Simon Cowell,1959,\N
nm1101677,Jun Fukuyama,1978,\N
nm1101722,Pedro Granger,1979,\N
nm1102042,Ben Morrison,\N,\N
nm1102153,Marco Antonio Regil,1969,\N
nm11021833,Wiebke Franz,\N,\N
nm1102527,Amber Cureen,1985,\N
nm11025462,Siggi Reitz,\N,\N
nm1102765,Patricia Miccio,\N,2011
nm1102913,Faye Smythe,\N,\N
nm1102921,Angie Stone,1961,\N
nm11029376,Karl Arnold,1960,\N
nm1103037,Malcolm Law,\N,\N
nm11031145,Sönke Krützfeld,\N,\N
nm11033362,Pernapati Srivishnu,\N,\N
nm11033363,Prahlad,\N,\N
nm11033364,Pooja Roshan,\N,\N
nm11033365,Jaya Prakash Reddy,\N,\N
nm11033366,Satyam Rajesh,\N,\N
nm1103620,Tim Sellers,\N,\N
nm1103643,Joann Steele,\N,\N
nm1103740,Simon Boyce,\N,\N
nm11037536,Martin Frömel,\N,\N
nm11037632,Natascha Hirschmann,\N,\N
nm11038225,Gerald Mayr,\N,\N
nm11040111,Mónica Domínguez,\N,\N
nm1104036,Jesse Armstrong,\N,\N
nm1104057,Adam F. Goldberg,1976,\N
nm1104085,Enna Márquez,\N,\N
nm1104541,Víctor Agú,\N,\N
nm11045516,André Moritz,\N,\N
nm11045518,Ömer Alp Kulga,\N,\N
nm11045519,Taskin Ilter,\N,\N
nm11045540,Zeki Ayvaz,\N,\N
nm11045595,Ishrat Ara,\N,\N
nm11046875,Leandro Kappel,\N,\N
nm11046878,Berkan Afsarli,\N,\N
nm11047162,Sevki Cinar,\N,\N
nm11047217,Daiki Inaba,\N,\N
nm11047221,Ryota Hama,\N,\N
nm1104740,Merete Boström,1967,\N
nm1104768,Lilí Brillanti,1972,\N
nm11048398,Maria Batlle,\N,\N
nm11048399,Iman Nogaui,\N,\N
nm11048400,Miriam Nogaui,\N,\N
nm1105268,Alberto Grondona,\N,\N
nm1105358,Dena Higley,1958,\N
nm1105613,Nicole Kortlüke,1976,\N
nm1105617,Jacob Koskoff,\N,\N
nm1105913,Ana Montes,\N,\N
nm1105979,Charlotte Newman,\N,\N
nm1106022,Santiago Oliver,\N,\N
nm1106234,Horacio Romairone,1950,\N
nm1106456,Alexis Stavrou,1967,\N
nm1106618,Isabelle Vitari,\N,\N
nm1106713,Ni Yan,1971,\N
nm1106990,Yehuda Levi,1979,\N
nm1107197,Sophie Davant,1963,\N
nm1107200,Mairead Devlin,\N,\N
nm1107458,Rick Draughon,\N,\N
nm1107730,A. Radhaswamy,\N,\N
nm1107853,Ray Kellogg,1919,1981
nm1107863,Mike Milligan,\N,\N
nm1108017,Steve Best,\N,\N
nm1108327,Gosho Aoyama,1963,\N
nm1108337,Leslie Appleyard,\N,\N
nm1108472,Ryan Belleville,\N,\N
nm1108814,Greg Colton,1976,\N
nm1108878,Joëlle Dalido,\N,\N
nm1109187,Nathaniel Fregoso,\N,\N
nm1109684,Olga Kern,\N,\N
nm1109709,JoAnne Ji Kim,\N,\N
nm1110203,Jonathan Montenegro,1978,\N
nm1110555,Sammy Vassilev,1974,\N
